,Cadena_Productiva
1842,ÑAME
1843,ÑAME
1844,ÑAME
1893,ÑAME
2144,ÑAME
2148,ÑAME
2149,ÑAME
2151,ÑAME
2153,ÑAME
2155,ÑAME
2310,ÑAME
2312,ÑAME
2316,ÑAME
2357,ÑAME
2365,ÑAME
2572,ÑAME
2632,ÑAME
2636,ÑAME
2637,ÑAME
2640,ÑAME
2644,ÑAME
2645,ÑAME
2646,ÑAME
2653,ÑAME
2742,ÑAME
2887,ÑAME
2889,ÑAME
2910,ÑAME
2913,ÑAME
2989,ÑAME
3036,ÑAME
3043,ÑAME
3046,ÑAME
3050,ÑAME
3059,ÑAME
3062,ÑAME
3063,ÑAME
3065,ÑAME
3071,ÑAME
3072,ÑAME
3075,ÑAME
3087,ÑAME
3103,ÑAME
3197,ÑAME
3219,ÑAME
3229,ÑAME
3232,ÑAME
3233,ÑAME
3236,ÑAME
3332,ÑAME
3333,ÑAME
3335,ÑAME
3336,ÑAME
3337,ÑAME
3338,ÑAME
3339,ÑAME
3340,ÑAME
3341,ÑAME
3347,ÑAME
3349,ÑAME
3352,ÑAME
3353,ÑAME
3367,ÑAME
3368,ÑAME
3372,ÑAME
3376,ÑAME
3378,ÑAME
3380,ÑAME
3381,ÑAME
3383,ÑAME
3387,ÑAME
3407,ÑAME
3467,ÑAME
3468,ÑAME
3503,ÑAME
3522,ÑAME
3531,ÑAME
3533,ÑAME
3562,ÑAME
3563,ÑAME
3564,ÑAME
3565,ÑAME
3593,ÑAME
3597,ÑAME
3682,ÑAME
3687,ÑAME
3688,ÑAME
3689,ÑAME
3738,ÑAME
11,GANADERIA
100,GANADERIA
101,GANADERIA
312,GANADERIA
385,GANADERIA
391,GANADERIA
392,GANADERIA
393,GANADERIA
398,GANADERIA
898,GANADERIA
945,GANADERIA
1103,GANADERIA
1139,GANADERIA
1140,GANADERIA
1145,GANADERIA
1146,GANADERIA
1149,GANADERIA
1254,GANADERIA
1334,GANADERIA
1336,GANADERIA
1405,GANADERIA
1538,GANADERIA
1723,GANADERIA
1724,GANADERIA
1725,GANADERIA
1726,GANADERIA
1735,GANADERIA
1793,GANADERIA
1794,GANADERIA
1799,GANADERIA
1800,GANADERIA
1823,GANADERIA
1831,GANADERIA
1832,GANADERIA
1833,GANADERIA
1859,GANADERIA
1862,GANADERIA
1864,GANADERIA
1866,GANADERIA
1877,GANADERIA
1878,GANADERIA
1879,GANADERIA
1888,GANADERIA
1894,GANADERIA
1895,GANADERIA
1896,GANADERIA
1901,GANADERIA
1906,GANADERIA
1907,GANADERIA
1908,GANADERIA
1910,GANADERIA
1912,GANADERIA
2040,GANADERIA
2061,GANADERIA
2062,GANADERIA
2063,GANADERIA
2064,GANADERIA
2070,GANADERIA
2072,GANADERIA
2095,GANADERIA
2114,GANADERIA
2115,GANADERIA
2205,GANADERIA
2208,GANADERIA
2232,GANADERIA
2233,GANADERIA
2234,GANADERIA
2235,GANADERIA
2238,GANADERIA
2239,GANADERIA
2240,GANADERIA
2311,GANADERIA
2317,GANADERIA
2321,GANADERIA
2324,GANADERIA
2325,GANADERIA
2326,GANADERIA
2406,GANADERIA
2409,GANADERIA
2419,GANADERIA
2430,GANADERIA
2439,GANADERIA
2441,GANADERIA
2443,GANADERIA
2444,GANADERIA
2445,GANADERIA
2447,GANADERIA
2450,GANADERIA
2451,GANADERIA
2452,GANADERIA
2453,GANADERIA
2454,GANADERIA
2457,GANADERIA
2458,GANADERIA
2459,GANADERIA
2461,GANADERIA
2488,GANADERIA
2500,GANADERIA
2522,GANADERIA
2544,GANADERIA
2554,GANADERIA
2569,GANADERIA
2571,GANADERIA
2580,GANADERIA
2585,GANADERIA
2591,GANADERIA
2592,GANADERIA
2598,GANADERIA
2599,GANADERIA
2600,GANADERIA
2602,GANADERIA
2603,GANADERIA
2607,GANADERIA
2609,GANADERIA
2648,GANADERIA
2699,GANADERIA
2734,GANADERIA
2747,GANADERIA
2748,GANADERIA
2749,GANADERIA
2772,GANADERIA
2773,GANADERIA
2774,GANADERIA
2775,GANADERIA
2776,GANADERIA
2777,GANADERIA
2788,GANADERIA
2789,GANADERIA
2854,GANADERIA
2855,GANADERIA
2920,GANADERIA
2921,GANADERIA
2922,GANADERIA
2940,GANADERIA
2941,GANADERIA
2942,GANADERIA
2945,GANADERIA
2946,GANADERIA
2955,GANADERIA
2965,GANADERIA
3076,GANADERIA
3104,GANADERIA
3109,GANADERIA
3132,GANADERIA
3157,GANADERIA
3221,GANADERIA
3240,GANADERIA
3241,GANADERIA
3249,GANADERIA
3260,GANADERIA
3262,GANADERIA
3270,GANADERIA
3287,GANADERIA
3292,GANADERIA
3319,GANADERIA
3325,GANADERIA
3331,GANADERIA
3334,GANADERIA
3342,GANADERIA
3344,GANADERIA
3369,GANADERIA
3377,GANADERIA
3379,GANADERIA
3426,GANADERIA
3433,GANADERIA
3435,GANADERIA
3436,GANADERIA
3438,GANADERIA
3442,GANADERIA
3443,GANADERIA
3444,GANADERIA
3495,GANADERIA
3513,GANADERIA
3525,GANADERIA
3628,GANADERIA
3665,GANADERIA
3686,GANADERIA
3694,GANADERIA
3702,GANADERIA
3706,GANADERIA
3720,GANADERIA
3721,GANADERIA
6256,GANADERIA
6258,GANADERIA
6265,GANADERIA
6271,GANADERIA
6273,GANADERIA
6274,GANADERIA
6276,GANADERIA
6277,GANADERIA
6278,GANADERIA
6279,GANADERIA
6282,GANADERIA
6284,GANADERIA
6286,GANADERIA
6329,GANADERIA
6350,GANADERIA
6352,GANADERIA
6356,GANADERIA
6358,GANADERIA
6373,GANADERIA
6375,GANADERIA
6379,GANADERIA
6384,GANADERIA
6385,GANADERIA
6696,GANADERIA
6698,GANADERIA
6699,GANADERIA
6704,GANADERIA
6705,GANADERIA
6706,GANADERIA
6707,GANADERIA
6708,GANADERIA
6710,GANADERIA
6712,GANADERIA
6713,GANADERIA
7011,GANADERIA
7013,GANADERIA
7023,GANADERIA
7027,GANADERIA
7031,GANADERIA
7032,GANADERIA
7035,GANADERIA
7039,GANADERIA
7051,GANADERIA
7055,GANADERIA
7058,GANADERIA
7059,GANADERIA
7060,GANADERIA
7322,GANADERIA
7323,GANADERIA
7342,GANADERIA
7805,GANADERIA
8150,GANADERIA
8152,GANADERIA
8153,GANADERIA
8154,GANADERIA
8156,GANADERIA
8160,GANADERIA
8162,GANADERIA
8163,GANADERIA
8164,GANADERIA
8165,GANADERIA
8166,GANADERIA
8167,GANADERIA
8168,GANADERIA
8170,GANADERIA
8184,GANADERIA
8381,GANADERIA
8382,GANADERIA
8383,GANADERIA
8385,GANADERIA
8386,GANADERIA
8387,GANADERIA
8389,GANADERIA
8391,GANADERIA
8392,GANADERIA
8404,GANADERIA
8405,GANADERIA
8408,GANADERIA
8409,GANADERIA
8410,GANADERIA
8465,GANADERIA
8485,GANADERIA
8508,GANADERIA
8846,GANADERIA
8847,GANADERIA
8931,GANADERIA
9026,GANADERIA
9029,GANADERIA
9038,GANADERIA
9041,GANADERIA
9044,GANADERIA
9047,GANADERIA
9051,GANADERIA
9053,GANADERIA
9067,GANADERIA
9068,GANADERIA
9070,GANADERIA
9073,GANADERIA
9078,GANADERIA
9082,GANADERIA
9083,GANADERIA
9089,GANADERIA
9093,GANADERIA
9102,GANADERIA
9106,GANADERIA
9111,GANADERIA
9112,GANADERIA
9121,GANADERIA
9124,GANADERIA
9125,GANADERIA
9126,GANADERIA
9221,GANADERIA
9233,GANADERIA
9261,GANADERIA
9264,GANADERIA
9269,GANADERIA
9276,GANADERIA
9295,GANADERIA
9301,GANADERIA
9335,GANADERIA
9336,GANADERIA
9348,GANADERIA
9353,GANADERIA
9429,GANADERIA
9433,GANADERIA
9434,GANADERIA
9440,GANADERIA
9447,GANADERIA
9449,GANADERIA
9455,GANADERIA
9456,GANADERIA
9458,GANADERIA
9459,GANADERIA
9464,GANADERIA
9465,GANADERIA
9548,GANADERIA
9554,GANADERIA
9822,GANADERIA
10423,GANADERIA
10971,GANADERIA
10972,GANADERIA
10973,GANADERIA
10974,GANADERIA
10975,GANADERIA
10976,GANADERIA
10977,GANADERIA
10978,GANADERIA
10979,GANADERIA
10980,GANADERIA
10981,GANADERIA
10982,GANADERIA
11020,GANADERIA
11021,GANADERIA
11022,GANADERIA
11023,GANADERIA
11024,GANADERIA
11025,GANADERIA
11026,GANADERIA
11027,GANADERIA
11028,GANADERIA
11029,GANADERIA
11030,GANADERIA
11031,GANADERIA
11032,GANADERIA
11083,GANADERIA
11276,GANADERIA
11427,GANADERIA
11428,GANADERIA
11429,GANADERIA
11430,GANADERIA
11431,GANADERIA
11432,GANADERIA
11433,GANADERIA
11434,GANADERIA
11435,GANADERIA
11436,GANADERIA
11437,GANADERIA
11438,GANADERIA
11564,GANADERIA
12,YUCA
14,YUCA
29,YUCA
30,YUCA
34,YUCA
35,YUCA
41,YUCA
43,YUCA
46,YUCA
47,YUCA
63,YUCA
73,YUCA
74,YUCA
77,YUCA
79,YUCA
103,YUCA
104,YUCA
106,YUCA
107,YUCA
109,YUCA
110,YUCA
111,YUCA
113,YUCA
114,YUCA
115,YUCA
116,YUCA
119,YUCA
120,YUCA
121,YUCA
122,YUCA
124,YUCA
125,YUCA
128,YUCA
133,YUCA
134,YUCA
137,YUCA
151,YUCA
156,YUCA
160,YUCA
164,YUCA
173,YUCA
174,YUCA
175,YUCA
176,YUCA
177,YUCA
179,YUCA
184,YUCA
186,YUCA
187,YUCA
188,YUCA
195,YUCA
203,YUCA
223,YUCA
225,YUCA
230,YUCA
231,YUCA
232,YUCA
233,YUCA
234,YUCA
235,YUCA
236,YUCA
237,YUCA
238,YUCA
239,YUCA
240,YUCA
241,YUCA
242,YUCA
243,YUCA
244,YUCA
245,YUCA
246,YUCA
261,YUCA
263,YUCA
265,YUCA
267,YUCA
275,YUCA
281,YUCA
289,YUCA
293,YUCA
294,YUCA
295,YUCA
297,YUCA
298,YUCA
306,YUCA
311,YUCA
316,YUCA
317,YUCA
324,YUCA
326,YUCA
329,YUCA
330,YUCA
333,YUCA
335,YUCA
338,YUCA
339,YUCA
340,YUCA
341,YUCA
343,YUCA
349,YUCA
354,YUCA
381,YUCA
383,YUCA
384,YUCA
387,YUCA
390,YUCA
394,YUCA
395,YUCA
396,YUCA
397,YUCA
415,YUCA
416,YUCA
417,YUCA
419,YUCA
420,YUCA
421,YUCA
426,YUCA
428,YUCA
431,YUCA
432,YUCA
434,YUCA
436,YUCA
437,YUCA
442,YUCA
446,YUCA
458,YUCA
461,YUCA
468,YUCA
481,YUCA
482,YUCA
483,YUCA
485,YUCA
487,YUCA
491,YUCA
492,YUCA
494,YUCA
495,YUCA
498,YUCA
499,YUCA
505,YUCA
506,YUCA
509,YUCA
513,YUCA
520,YUCA
524,YUCA
525,YUCA
533,YUCA
534,YUCA
536,YUCA
540,YUCA
541,YUCA
545,YUCA
546,YUCA
550,YUCA
552,YUCA
553,YUCA
554,YUCA
563,YUCA
564,YUCA
568,YUCA
570,YUCA
572,YUCA
574,YUCA
590,YUCA
597,YUCA
603,YUCA
604,YUCA
619,YUCA
620,YUCA
623,YUCA
624,YUCA
625,YUCA
629,YUCA
630,YUCA
636,YUCA
637,YUCA
639,YUCA
641,YUCA
642,YUCA
645,YUCA
647,YUCA
648,YUCA
654,YUCA
657,YUCA
659,YUCA
660,YUCA
661,YUCA
662,YUCA
667,YUCA
668,YUCA
669,YUCA
672,YUCA
676,YUCA
677,YUCA
679,YUCA
686,YUCA
687,YUCA
689,YUCA
690,YUCA
691,YUCA
693,YUCA
696,YUCA
701,YUCA
714,YUCA
718,YUCA
720,YUCA
721,YUCA
722,YUCA
731,YUCA
733,YUCA
735,YUCA
737,YUCA
744,YUCA
745,YUCA
747,YUCA
752,YUCA
755,YUCA
759,YUCA
764,YUCA
765,YUCA
767,YUCA
768,YUCA
770,YUCA
781,YUCA
785,YUCA
788,YUCA
789,YUCA
791,YUCA
793,YUCA
795,YUCA
803,YUCA
806,YUCA
812,YUCA
813,YUCA
814,YUCA
815,YUCA
817,YUCA
821,YUCA
822,YUCA
823,YUCA
824,YUCA
825,YUCA
827,YUCA
828,YUCA
829,YUCA
833,YUCA
834,YUCA
835,YUCA
836,YUCA
837,YUCA
838,YUCA
841,YUCA
844,YUCA
849,YUCA
857,YUCA
861,YUCA
869,YUCA
870,YUCA
871,YUCA
884,YUCA
893,YUCA
894,YUCA
895,YUCA
906,YUCA
918,YUCA
919,YUCA
931,YUCA
947,YUCA
948,YUCA
949,YUCA
962,YUCA
969,YUCA
984,YUCA
985,YUCA
986,YUCA
988,YUCA
989,YUCA
990,YUCA
991,YUCA
998,YUCA
1000,YUCA
1008,YUCA
1022,YUCA
1024,YUCA
1032,YUCA
1042,YUCA
1046,YUCA
1048,YUCA
1055,YUCA
1057,YUCA
1062,YUCA
1064,YUCA
1065,YUCA
1067,YUCA
1072,YUCA
1077,YUCA
1081,YUCA
1082,YUCA
1106,YUCA
1107,YUCA
1110,YUCA
1113,YUCA
1114,YUCA
1116,YUCA
1117,YUCA
1119,YUCA
1125,YUCA
1127,YUCA
1128,YUCA
1130,YUCA
1131,YUCA
1138,YUCA
1151,YUCA
1152,YUCA
1161,YUCA
1163,YUCA
1171,YUCA
1173,YUCA
1176,YUCA
1205,YUCA
1213,YUCA
1244,YUCA
1247,YUCA
1261,YUCA
1262,YUCA
1263,YUCA
1266,YUCA
1276,YUCA
1277,YUCA
1279,YUCA
1307,YUCA
1310,YUCA
1313,YUCA
1323,YUCA
1329,YUCA
1330,YUCA
1335,YUCA
1337,YUCA
1339,YUCA
1340,YUCA
1341,YUCA
1343,YUCA
1350,YUCA
1351,YUCA
1371,YUCA
1375,YUCA
1379,YUCA
1384,YUCA
1389,YUCA
1390,YUCA
1391,YUCA
1392,YUCA
1393,YUCA
1395,YUCA
1396,YUCA
1397,YUCA
1398,YUCA
1399,YUCA
1401,YUCA
1404,YUCA
1409,YUCA
1410,YUCA
1411,YUCA
1412,YUCA
1413,YUCA
1414,YUCA
1415,YUCA
1416,YUCA
1417,YUCA
1418,YUCA
1421,YUCA
1422,YUCA
1423,YUCA
1424,YUCA
1428,YUCA
1431,YUCA
1435,YUCA
1439,YUCA
1441,YUCA
1465,YUCA
1472,YUCA
1474,YUCA
1480,YUCA
1483,YUCA
1484,YUCA
1488,YUCA
1491,YUCA
1493,YUCA
1496,YUCA
1500,YUCA
1507,YUCA
1514,YUCA
1519,YUCA
1520,YUCA
1524,YUCA
1530,YUCA
1532,YUCA
1534,YUCA
1537,YUCA
1540,YUCA
1541,YUCA
1542,YUCA
1543,YUCA
1546,YUCA
1547,YUCA
1549,YUCA
1557,YUCA
1558,YUCA
1559,YUCA
1560,YUCA
1564,YUCA
1568,YUCA
1571,YUCA
1572,YUCA
1593,YUCA
1594,YUCA
1595,YUCA
1596,YUCA
1602,YUCA
1603,YUCA
1604,YUCA
1605,YUCA
1620,YUCA
1621,YUCA
1622,YUCA
1626,YUCA
1628,YUCA
1629,YUCA
1630,YUCA
1631,YUCA
1640,YUCA
1642,YUCA
1643,YUCA
1644,YUCA
1645,YUCA
1653,YUCA
1656,YUCA
1662,YUCA
1665,YUCA
1669,YUCA
1670,YUCA
1671,YUCA
1672,YUCA
1673,YUCA
1674,YUCA
1677,YUCA
1678,YUCA
1679,YUCA
1683,YUCA
1684,YUCA
1685,YUCA
1688,YUCA
1691,YUCA
1698,YUCA
1700,YUCA
1702,YUCA
1703,YUCA
1704,YUCA
1705,YUCA
1710,YUCA
1715,YUCA
1716,YUCA
1717,YUCA
1718,YUCA
1720,YUCA
1721,YUCA
1722,YUCA
1742,YUCA
1746,YUCA
1749,YUCA
1752,YUCA
1754,YUCA
1755,YUCA
1756,YUCA
1761,YUCA
1762,YUCA
1795,YUCA
1804,YUCA
1808,YUCA
1814,YUCA
1816,YUCA
1818,YUCA
1819,YUCA
1820,YUCA
1821,YUCA
1822,YUCA
1825,YUCA
1826,YUCA
1830,YUCA
1860,YUCA
1861,YUCA
1863,YUCA
1869,YUCA
1870,YUCA
1872,YUCA
1873,YUCA
1874,YUCA
1875,YUCA
1881,YUCA
1884,YUCA
1886,YUCA
1890,YUCA
1898,YUCA
1899,YUCA
1900,YUCA
1902,YUCA
1904,YUCA
1905,YUCA
1909,YUCA
1911,YUCA
1917,YUCA
1918,YUCA
1919,YUCA
1920,YUCA
1928,YUCA
1929,YUCA
1934,YUCA
1937,YUCA
1949,YUCA
1957,YUCA
1964,YUCA
1965,YUCA
1967,YUCA
1969,YUCA
1970,YUCA
1971,YUCA
1972,YUCA
1973,YUCA
1975,YUCA
1977,YUCA
1983,YUCA
1984,YUCA
1986,YUCA
1987,YUCA
1988,YUCA
1993,YUCA
1994,YUCA
1996,YUCA
1997,YUCA
1999,YUCA
2026,YUCA
2028,YUCA
2029,YUCA
2030,YUCA
2031,YUCA
2032,YUCA
2033,YUCA
2034,YUCA
2035,YUCA
2036,YUCA
2037,YUCA
2038,YUCA
2052,YUCA
2054,YUCA
2055,YUCA
2056,YUCA
2066,YUCA
2067,YUCA
2074,YUCA
2090,YUCA
2096,YUCA
2097,YUCA
2102,YUCA
2104,YUCA
2113,YUCA
2135,YUCA
2136,YUCA
2142,YUCA
2145,YUCA
2152,YUCA
2164,YUCA
2167,YUCA
2168,YUCA
2170,YUCA
2174,YUCA
2175,YUCA
2177,YUCA
2178,YUCA
2181,YUCA
2184,YUCA
2202,YUCA
2204,YUCA
2206,YUCA
2207,YUCA
2236,YUCA
2237,YUCA
2242,YUCA
2247,YUCA
2249,YUCA
2251,YUCA
2252,YUCA
2253,YUCA
2256,YUCA
2257,YUCA
2259,YUCA
2261,YUCA
2263,YUCA
2264,YUCA
2265,YUCA
2268,YUCA
2269,YUCA
2270,YUCA
2272,YUCA
2273,YUCA
2280,YUCA
2281,YUCA
2282,YUCA
2287,YUCA
2288,YUCA
2291,YUCA
2294,YUCA
2300,YUCA
2323,YUCA
2327,YUCA
2328,YUCA
2329,YUCA
2352,YUCA
2353,YUCA
2355,YUCA
2356,YUCA
2358,YUCA
2359,YUCA
2362,YUCA
2363,YUCA
2370,YUCA
2375,YUCA
2376,YUCA
2377,YUCA
2378,YUCA
2381,YUCA
2383,YUCA
2384,YUCA
2385,YUCA
2386,YUCA
2389,YUCA
2390,YUCA
2391,YUCA
2392,YUCA
2393,YUCA
2398,YUCA
2399,YUCA
2401,YUCA
2402,YUCA
2403,YUCA
2405,YUCA
2407,YUCA
2408,YUCA
2410,YUCA
2413,YUCA
2417,YUCA
2418,YUCA
2422,YUCA
2423,YUCA
2426,YUCA
2427,YUCA
2428,YUCA
2429,YUCA
2442,YUCA
2456,YUCA
2465,YUCA
2466,YUCA
2467,YUCA
2468,YUCA
2470,YUCA
2471,YUCA
2472,YUCA
2473,YUCA
2474,YUCA
2477,YUCA
2479,YUCA
2481,YUCA
2482,YUCA
2505,YUCA
2508,YUCA
2511,YUCA
2516,YUCA
2517,YUCA
2521,YUCA
2528,YUCA
2530,YUCA
2540,YUCA
2567,YUCA
2570,YUCA
2579,YUCA
2594,YUCA
2596,YUCA
2597,YUCA
2604,YUCA
2606,YUCA
2608,YUCA
2661,YUCA
2663,YUCA
2681,YUCA
2697,YUCA
2698,YUCA
2700,YUCA
2727,YUCA
2729,YUCA
2730,YUCA
2738,YUCA
2739,YUCA
2798,YUCA
2841,YUCA
2843,YUCA
2845,YUCA
2848,YUCA
2849,YUCA
2867,YUCA
2868,YUCA
2870,YUCA
2871,YUCA
2872,YUCA
2873,YUCA
2874,YUCA
2880,YUCA
2881,YUCA
2885,YUCA
2907,YUCA
2914,YUCA
2915,YUCA
2916,YUCA
2918,YUCA
2925,YUCA
2926,YUCA
2927,YUCA
2928,YUCA
2930,YUCA
2934,YUCA
2935,YUCA
2938,YUCA
2976,YUCA
2977,YUCA
2979,YUCA
2982,YUCA
2986,YUCA
2990,YUCA
2994,YUCA
3017,YUCA
3069,YUCA
3070,YUCA
3073,YUCA
3079,YUCA
3081,YUCA
3082,YUCA
3086,YUCA
3107,YUCA
3117,YUCA
3118,YUCA
3127,YUCA
3133,YUCA
3135,YUCA
3154,YUCA
3162,YUCA
3168,YUCA
3169,YUCA
3170,YUCA
3183,YUCA
3184,YUCA
3186,YUCA
3188,YUCA
3193,YUCA
3195,YUCA
3198,YUCA
3199,YUCA
3200,YUCA
3204,YUCA
3225,YUCA
3226,YUCA
3228,YUCA
3230,YUCA
3243,YUCA
3244,YUCA
3247,YUCA
3248,YUCA
3263,YUCA
3271,YUCA
3272,YUCA
3279,YUCA
3290,YUCA
3293,YUCA
3295,YUCA
3296,YUCA
3297,YUCA
3298,YUCA
3299,YUCA
3300,YUCA
3301,YUCA
3302,YUCA
3303,YUCA
3304,YUCA
3305,YUCA
3306,YUCA
3307,YUCA
3308,YUCA
3310,YUCA
3311,YUCA
3312,YUCA
3313,YUCA
3316,YUCA
3348,YUCA
3360,YUCA
3361,YUCA
3362,YUCA
3364,YUCA
3365,YUCA
3405,YUCA
3409,YUCA
3418,YUCA
3422,YUCA
3427,YUCA
3430,YUCA
3432,YUCA
3434,YUCA
3437,YUCA
3445,YUCA
3446,YUCA
3455,YUCA
3488,YUCA
3502,YUCA
3507,YUCA
3514,YUCA
3555,YUCA
3579,YUCA
3584,YUCA
3586,YUCA
3596,YUCA
3598,YUCA
3630,YUCA
3632,YUCA
3641,YUCA
3684,YUCA
3690,YUCA
3693,YUCA
3695,YUCA
3705,YUCA
3711,YUCA
3713,YUCA
3729,YUCA
24,ARROZ
224,ARROZ
228,ARROZ
229,ARROZ
251,ARROZ
255,ARROZ
256,ARROZ
257,ARROZ
342,ARROZ
455,ARROZ
471,ARROZ
526,ARROZ
589,ARROZ
594,ARROZ
595,ARROZ
596,ARROZ
738,ARROZ
743,ARROZ
753,ARROZ
771,ARROZ
909,ARROZ
911,ARROZ
912,ARROZ
914,ARROZ
972,ARROZ
1011,ARROZ
1014,ARROZ
1017,ARROZ
1034,ARROZ
1158,ARROZ
1269,ARROZ
1338,ARROZ
1437,ARROZ
1473,ARROZ
1481,ARROZ
1482,ARROZ
1486,ARROZ
1505,ARROZ
1512,ARROZ
1523,ARROZ
1528,ARROZ
1551,ARROZ
1576,ARROZ
1578,ARROZ
1632,ARROZ
1633,ARROZ
1647,ARROZ
1651,ARROZ
1658,ARROZ
1659,ARROZ
1692,ARROZ
1699,ARROZ
1713,ARROZ
1741,ARROZ
1768,ARROZ
1771,ARROZ
1777,ARROZ
1778,ARROZ
1779,ARROZ
1780,ARROZ
1781,ARROZ
1782,ARROZ
2000,ARROZ
2001,ARROZ
2071,ARROZ
2093,ARROZ
2197,ARROZ
2198,ARROZ
2199,ARROZ
2200,ARROZ
2215,ARROZ
2230,ARROZ
2319,ARROZ
2351,ARROZ
2513,ARROZ
2612,ARROZ
2614,ARROZ
2615,ARROZ
2616,ARROZ
2618,ARROZ
2619,ARROZ
2621,ARROZ
2622,ARROZ
2623,ARROZ
2625,ARROZ
2626,ARROZ
2629,ARROZ
2630,ARROZ
2631,ARROZ
2708,ARROZ
2711,ARROZ
2712,ARROZ
2713,ARROZ
2716,ARROZ
2858,ARROZ
2909,ARROZ
3084,ARROZ
3212,ARROZ
3216,ARROZ
3460,ARROZ
3475,ARROZ
3477,ARROZ
3484,ARROZ
3485,ARROZ
3499,ARROZ
3529,ARROZ
3538,ARROZ
3539,ARROZ
3540,ARROZ
3544,ARROZ
3548,ARROZ
3549,ARROZ
3583,ARROZ
3607,ARROZ
3631,ARROZ
3634,ARROZ
3635,ARROZ
3636,ARROZ
3637,ARROZ
3638,ARROZ
3709,ARROZ
3715,ARROZ
3716,ARROZ
3719,ARROZ
3731,ARROZ
3736,ARROZ
36,CACAO
61,CACAO
66,CACAO
194,CACAO
247,CACAO
248,CACAO
252,CACAO
253,CACAO
258,CACAO
299,CACAO
300,CACAO
302,CACAO
303,CACAO
337,CACAO
346,CACAO
347,CACAO
362,CACAO
363,CACAO
364,CACAO
365,CACAO
367,CACAO
368,CACAO
375,CACAO
378,CACAO
408,CACAO
412,CACAO
723,CACAO
724,CACAO
773,CACAO
783,CACAO
798,CACAO
897,CACAO
1059,CACAO
1225,CACAO
1226,CACAO
1227,CACAO
1231,CACAO
1246,CACAO
1259,CACAO
1260,CACAO
1287,CACAO
1299,CACAO
1459,CACAO
1515,CACAO
1526,CACAO
1527,CACAO
1592,CACAO
1696,CACAO
1743,CACAO
1753,CACAO
1827,CACAO
1992,CACAO
2051,CACAO
2065,CACAO
2085,CACAO
2120,CACAO
2192,CACAO
2214,CACAO
2216,CACAO
2217,CACAO
2220,CACAO
2501,CACAO
2548,CACAO
2555,CACAO
2559,CACAO
2565,CACAO
2566,CACAO
2576,CACAO
2586,CACAO
2589,CACAO
2650,CACAO
2651,CACAO
2828,CACAO
2897,CACAO
2902,CACAO
3005,CACAO
3011,CACAO
3019,CACAO
3091,CACAO
3094,CACAO
3095,CACAO
3113,CACAO
3428,CACAO
3469,CACAO
3476,CACAO
3478,CACAO
3490,CACAO
3568,CACAO
3571,CACAO
3622,CACAO
3626,CACAO
3908,CACAO
3922,CACAO
4041,CACAO
4042,CACAO
4043,CACAO
4057,CACAO
4058,CACAO
4059,CACAO
4073,CACAO
4074,CACAO
4075,CACAO
4076,CACAO
4077,CACAO
4100,CACAO
4124,CACAO
4125,CACAO
4130,CACAO
4141,CACAO
4164,CACAO
4169,CACAO
4172,CACAO
4173,CACAO
4181,CACAO
4189,CACAO
4202,CACAO
4208,CACAO
4209,CACAO
4217,CACAO
4225,CACAO
4398,CACAO
4481,CACAO
5153,CACAO
5349,CACAO
5515,CACAO
5518,CACAO
5610,CACAO
5612,CACAO
5632,CACAO
5653,CACAO
5654,CACAO
5676,CACAO
5677,CACAO
5679,CACAO
5680,CACAO
5681,CACAO
5682,CACAO
5683,CACAO
5686,CACAO
5709,CACAO
5756,CACAO
5763,CACAO
5766,CACAO
5798,CACAO
5827,CACAO
5828,CACAO
5830,CACAO
5840,CACAO
5841,CACAO
5842,CACAO
5850,CACAO
5861,CACAO
5911,CACAO
5931,CACAO
5942,CACAO
5960,CACAO
5969,CACAO
5987,CACAO
6069,CACAO
7411,CACAO
7421,CACAO
7496,CACAO
7509,CACAO
7533,CACAO
7565,CACAO
7570,CACAO
7585,CACAO
7587,CACAO
7720,CACAO
7723,CACAO
7725,CACAO
7927,CACAO
7933,CACAO
7934,CACAO
7935,CACAO
7938,CACAO
7998,CACAO
8001,CACAO
8002,CACAO
8005,CACAO
8365,CACAO
8527,CACAO
8540,CACAO
8541,CACAO
8551,CACAO
8552,CACAO
8553,CACAO
8554,CACAO
8572,CACAO
8575,CACAO
8577,CACAO
8578,CACAO
8579,CACAO
8580,CACAO
8582,CACAO
8586,CACAO
8592,CACAO
8594,CACAO
8598,CACAO
8625,CACAO
8778,CACAO
12812,CACAO
12836,CACAO
12838,CACAO
12839,CACAO
12841,CACAO
12854,CACAO
12860,CACAO
12864,CACAO
12865,CACAO
12866,CACAO
12894,CACAO
12923,CACAO
12936,CACAO
12939,CACAO
12941,CACAO
12953,CACAO
12955,CACAO
12956,CACAO
12965,CACAO
12996,CACAO
13007,CACAO
13008,CACAO
13009,CACAO
13010,CACAO
13018,CACAO
13044,CACAO
13045,CACAO
13104,CACAO
13116,CACAO
13134,CACAO
13146,CACAO
13153,CACAO
13159,CACAO
13166,CACAO
13192,CACAO
13202,CACAO
13246,CACAO
13256,CACAO
13265,CACAO
13336,CACAO
13360,CACAO
13376,CACAO
13427,CACAO
13436,CACAO
13453,CACAO
13475,CACAO
13511,CACAO
13514,CACAO
13520,CACAO
13527,CACAO
13534,CACAO
13541,CACAO
13553,CACAO
13583,CACAO
13593,CACAO
13598,CACAO
13616,CACAO
13659,CACAO
13662,CACAO
13672,CACAO
