,Id_Usuario,Sexo,Tipo_Poblacional,Discapacidad,Departamento,Municipio,Vereda,Predio,Cadena_Productiva,C1A1,C2A1,C3A1,C4A1,C5A1,C6A1,C7A1,C8A1,C9A1,C10A1,NA1,C1A2,C2A2,C3A2,C4A2,C5A2,C6A2,C7A2,NA2,C1A3,C2A3,C3A3,C4A3,C5A3,NA3,C1A4,C2A4,C3A4,C4A4,NA4,C1A5,C2A5,C3A5,C4A5,NA5,CLAS_GRAL,CADENA_PRODUCTIVA_ADR,ID_ADR,Tipo de proyecto
11086,11087,M,NINGUNA,NO,MAGDALENA,47460,SANTA RITA,EL ROSARIO,GANADERIA,2,1,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11087,11088,M,NINGUNA,NO,MAGDALENA,47460,CARAMELO,LOS DESEOS,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11088,11089,M,NINGUNA,NO,MAGDALENA,47460,LA SARCITA,SAN MARCO,GANADERIA,1,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11089,11090,M,NINGUNA,NO,MAGDALENA,47460,EL CORRAL,POLO NORTE,GANADERIA,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11090,11091,F,NINGUNA,NO,MAGDALENA,47460,BETEL,LA INDEPENDENCIA,GANADERIA,2,2,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11091,11092,M,NINGUNA,NO,MAGDALENA,47460,LA ARGENTINA,BELLA JUDITH,GANADERIA,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,2.0,1.0,1.0,1,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11092,11093,F,NINGUNA,NO,MAGDALENA,47460,ZORRIYA,NO HAY COMO DIOS,GANADERIA,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11093,11094,M,NINGUNA,NO,MAGDALENA,47460,PALANCA,BEFANIA,GANADERIA,1,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,2.0,3.0,2,3.0,3.0,1.0,1.0,1,1,1.0,2.0,1.0,2.0,1,3.0,3.0,1.0,2.0,2,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11094,11095,M,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,LOS CASCABELES,GANADERIA,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11095,11096,F,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,VILLA DANIELA,GANADERIA,1,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11096,11097,F,NINGUNA,NO,MAGDALENA,47460,ARGENTINA,SANTA FE 1,GANADERIA,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11097,11098,F,NINGUNA,NO,MAGDALENA,47460,NUEVA GRANADA,BUENOS AIRES,GANADERIA,2,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11098,11099,F,NINGUNA,NO,MAGDALENA,47460,LA BELLEZA,NUEVO CONSUELO,GANADERIA,1,3,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1.0,2.0,3,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11099,11100,M,NINGUNA,NO,MAGDALENA,47460,NUEVO HORIZONTE,VILLA MERCEDES,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,2.0,1.0,1.0,1.0,1,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11100,11101,M,NINGUNA,NO,MAGDALENA,47460,CARMELO,NO HAY COMO DIOS,GANADERIA,2,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,2.0,1.0,1,3.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11101,11102,M,NINGUNA,NO,MAGDALENA,47460,EL CONTINENTE,EL DORADO,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,4.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11102,11103,F,NINGUNA,NO,MAGDALENA,47460,SANTA ISABEL,VILLA CARLOTA,GANADERIA,2,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11103,11104,F,NINGUNA,NO,MAGDALENA,47460,EL TORO,SAN FRANCISCO,GANADERIA,2,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11104,11105,F,NINGUNA,NO,MAGDALENA,47460,SANTA ISABEL,SANTA ISABEL,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11105,11106,F,NINGUNA,NO,MAGDALENA,47460,LAS PLANADAS,CONVENCION,GANADERIA,1,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,2.0,2.0,2,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,3.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11106,11107,F,NINGUNA,NO,MAGDALENA,47460,ALGARROBO,LA DIVISA,GANADERIA,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11107,11108,F,NINGUNA,NO,MAGDALENA,47460,EL ESFUERZO,VILLA DANA,GANADERIA,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1.0,2.0,2,1.0,1.0,1.0,1.0,1,2,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11108,11109,F,NINGUNA,NO,MAGDALENA,47460,LAS PLANADAS,SAN RAFAEL,GANADERIA,1,1,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11109,11110,F,NINGUNA,NO,MAGDALENA,47460,EL CORRAL,EL PROGRESO 1,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11110,11111,F,NINGUNA,NO,MAGDALENA,47460,TAMBORA,LAS MARGARITAS,GANADERIA,1,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,2.0,4.0,4,3.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11111,11112,F,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,VILLA EDITH,GANADERIA,2,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,3.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11112,11113,F,NINGUNA,NO,MAGDALENA,47460,EL CORRAL,EL RECUERDO,GANADERIA,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11113,11114,M,NINGUNA,NO,MAGDALENA,47460,EL CONTINENTE,CASA BLANCA,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,4.0,1,1.0,1.0,1.0,1.0,1,2,2.0,3.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11114,11115,F,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,EL REPOSO,GANADERIA,2,1,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11115,11116,M,NINGUNA,NO,MAGDALENA,47460,SANTA RITA,LAUREL,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11116,11117,M,NINGUNA,NO,MAGDALENA,47460,EL ESFUERZO,LA BENDICION,GANADERIA,2,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,4,1.0,1.0,1.0,1.0,1,3,4.0,3.0,2.0,2.0,2,3.0,2.0,2.0,2.0,2,4.0,3.0,4.0,4.0,3,1,GANADERIA,201.0,Asistencia Tecnica
11117,11118,M,NINGUNA,NO,MAGDALENA,47460,LA SALCITA,NUEVA IDEA,GANADERIA,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11118,11119,M,NINGUNA,NO,MAGDALENA,47460,LA SALCITA,MIRA MAR,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11119,11120,M,NINGUNA,NO,MAGDALENA,47460,CALLE LARGA,NO HAY COMO DIOS,GANADERIA,1,3,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11120,11121,M,NINGUNA,NO,MAGDALENA,47460,EL CONTINENTE,TIERRA SANTA,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,4.0,4,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11121,11122,M,NINGUNA,NO,MAGDALENA,47460,EL ESFUERZO,EL ESFUERZO,GANADERIA,2,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1,1.0,1.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,3.0,4.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11122,11123,M,NINGUNA,NO,MAGDALENA,47460,NUEVO HORIZONTE,NO QUERIA,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11123,11124,M,NINGUNA,NO,MAGDALENA,47460,LA BELLEZA,SANTA FE,GANADERIA,2,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,3.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11124,11125,M,NINGUNA,NO,MAGDALENA,47460,NUEVA GRANADA,SI DIOS QUIERE,GANADERIA,2,1,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1,2.0,4.0,4,2.0,2.0,2.0,2.0,2,2,2.0,3.0,2.0,1.0,1,3.0,1.0,2.0,1.0,1,2.0,2.0,2.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11125,11126,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,VILLA MARIA,GANADERIA,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11126,11127,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,EGIPTO,GANADERIA,2,2,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11127,11128,M,NINGUNA,NO,MAGDALENA,47460,NUEVO HORIZONTE,LA BELLEZA,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,2,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11128,11129,M,NINGUNA,NO,MAGDALENA,47460,TAMBORA,LA LIBERTAD,GANADERIA,2,1,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11129,11130,M,NINGUNA,NO,MAGDALENA,47460,LAS PLANADAS,LA ENCENADA,GANADERIA,1,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11130,11131,F,NINGUNA,NO,MAGDALENA,47460,LA SALCITA,EL UNIVERSO,GANADERIA,1,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,3.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11131,11132,M,NINGUNA,NO,MAGDALENA,47460,SANTA ISABEL,BUENOS AIRES,GANADERIA,2,3,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1,2.0,4.0,4,3.0,2.0,3.0,3.0,2,2,2.0,3.0,2.0,2.0,2,3.0,3.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11132,11133,F,NINGUNA,NO,MAGDALENA,47460,PARAISO,EL JORDAN,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,3.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11133,11134,M,NINGUNA,NO,MAGDALENA,47460,TAMBORA,SAN FRANCISCO,GANADERIA,2,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11134,11135,M,NINGUNA,NO,MAGDALENA,47460,TAMBORA,VILLA MERCEDES,GANADERIA,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11135,11136,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,SAN LUIS,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11136,11137,M,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,VILLA IDAILDA,GANADERIA,2,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2,2.0,3.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,2,1,GANADERIA,201.0,Asistencia Tecnica
11137,11138,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,LA GASOLINA,GANADERIA,1,2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,2,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11138,11139,M,NINGUNA,NO,MAGDALENA,47460,LA BELLEZA,LA FORTUNA,GANADERIA,1,1,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1,2.0,3.0,2,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,3.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11139,11140,M,NINGUNA,NO,MAGDALENA,47460,EL PALMAR,LA ESMERALDA,GANADERIA,1,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1,2.0,1.0,1,1.0,1.0,1.0,1.0,1,2,1.0,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11140,11141,M,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,VILLA EDITH,GANADERIA,2,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,2,1.0,2.0,2.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11141,11142,F,NINGUNA,NO,MAGDALENA,47460,LAS PLANADAS,PLUMA ES EL AIRE,GANADERIA,1,3,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,3.0,3.0,2.0,1.0,2,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11142,11143,F,NINGUNA,NO,MAGDALENA,47460,EL ESFUERZO,VILLA LUZ,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11143,11144,F,NINGUNA,NO,MAGDALENA,47460,TAMBORA,PROVIDENCIA,GANADERIA,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1,2.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11144,11145,F,NINGUNA,NO,MAGDALENA,47460,EL ESFUERZO,GUACAMAYAL,GANADERIA,2,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,2.0,1.0,1.0,1,1.0,2.0,2.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11145,11146,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,SI DIOS QUIERE,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11146,11147,M,NINGUNA,NO,MAGDALENA,47460,LAS TINAS,LAS TINAS,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11147,11148,M,NINGUNA,NO,MAGDALENA,47460,CARMELO,BELLA CAMILA,GANADERIA,2,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11148,11149,F,NINGUNA,NO,MAGDALENA,47460,LAS PLANADAS,VILLA MARIA,GANADERIA,1,1,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2.0,4.0,4,4.0,1.0,1.0,1.0,2,1,2.0,3.0,2.0,1.0,1,2.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11149,11150,F,NINGUNA,NO,MAGDALENA,47460,NUEVO HORIZONTE,LA BELLEZA,GANADERIA,2,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,2,2.0,2.0,2.0,1.0,1,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11150,11151,F,NINGUNA,NO,MAGDALENA,47460,EL CEDRO,EL CORRALITO,GANADERIA,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1,1.0,1.0,2,2.0,2.0,1.0,1.0,1,1,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11151,11152,F,NINGUNA,NO,MAGDALENA,47460,LA SARCITA,SANTO DOMINGO,GANADERIA,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1.0,2.0,1.0,1.0,1,1.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11152,11153,M,NINGUNA,NO,MAGDALENA,47460,ALGARROBA,LA DIVISA 1,GANADERIA,2,2,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1,1.0,1.0,1,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1,1,GANADERIA,201.0,Asistencia Tecnica
11153,11154,F,NINGUNA,NO,MAGDALENA,47460,BRASIL,LOS CANAJUEROS,GANADERIA,1,1,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1,1.0,1.0,2,2.0,3.0,3.0,3.0,1,1,2.0,3.0,3.0,2.0,2,3.0,2.0,3.0,2.0,2,3.0,3.0,3.0,2.0,2,1,GANADERIA,201.0,Asistencia Tecnica
