Id_Usuario;Sexo;Tipo_Poblacional;Discapacidad;Departamento;Municipio;Vereda;Predio;Cadena_Productiva;C1A1;C2A1;C3A1;C4A1;C5A1;C6A1;C7A1;C8A1;C9A1;C10A1;NA1;C1A2;C2A2;C3A2;C4A2;C5A2;C6A2;C7A2;NA2;C1A3;C2A3;C3A3;C4A3;C5A3;NA3;C1A4;C2A4;C3A4;C4A4;NA4;C1A5;C2A5;C3A5;C4A5;NA5;CLAS_GRAL;CADENA_PRODUCTIVA_ADR;ID_ADR;Tipo de proyecto
9745;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;VUELTA LARGA;EL BARRO;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9746;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;LA PALOMERA;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9747;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;VUELTA LARGA;MI ESFUERZO;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9748;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;EL PLATANAL;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9749;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA QUINTA;COROZAL;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9750;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;LA BONITA;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9751;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;LA ESPERANZA;PLATANO;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;3;3;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9752;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;CARMELA;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;1;2;2;1;1;1;1;2;2;2;1;1;PLATANO;011409;Asistencia Tecnica
9753;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;NO TIENE;PLATANO;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;3;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9754;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;NO TIENE;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;2;1;1;PLATANO;011409;Asistencia Tecnica
9755;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA QUINTA;BERTA;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9756;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA QUINTA;LA PLAYA;PLATANO;1;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9757;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;NO TIENE;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9758;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;FRAGUA;PLATANO;1;3;2;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9759;M;AFROCOLOMBIANO AFRODESCENDIENTE;SI;NARIÑO;52696;LA LOMA;NO TIENE;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;2;1;3;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;2;2;2;1;1;PLATANO;011409;Asistencia Tecnica
9760;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;ZABALETA;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9761;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA FRAGUA;LA BENDICION;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9762;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;LA UNION;PLATANO;2;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;3;3;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9763;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;AZULEJO;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;2;1;1;PLATANO;011409;Asistencia Tecnica
9764;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA QUINTA;EL COCO;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9765;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;LA LOMA;PLATANO;1;3;1;1;1;1;1;1;1;1;1;3;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9766;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;PORVENIR;PLATANO;2;3;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;1;3;3;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9850;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52427;PAMPETA;NO TIENE;PLATANO;1;3;2;1;1;1;1;1;1;1;1;3;2;3;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;PLATANO;011409;Asistencia Tecnica
9851;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;ISCUANDE;NO TIENE;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;2;2;1;3;1;2;1;1;1;2;1;2;1;3;3;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9852;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;QUEBRADA GRANDE;EL CARAÑO;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9853;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;VUELTA LARGA;NO TIENE;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9854;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;LA LOMA;NO TIENE;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9855;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52696;VUELTA LARGA;LA VUELTA DE PISCINDE;PLATANO;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;2;1;2;1;1;PLATANO;011409;Asistencia Tecnica
9877;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;RAMOS;RAMAL;PLATANO;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9897;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;RAMO;PALOMAR;PLATANO;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9898;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;RAMO;TINA;PLATANO;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9908;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;RAMO;RAMAL;PLATANO;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9930;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;RAMO;PLANADA;PLATANO;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
9932;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52520;ROMO;PEÑON;PLATANO;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
10633;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52427;BRISAS;NO TIENE;PLATANO;1;3;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
10749;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52427;PLAYON;NO TIENE;PLATANO;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
10750;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52427;PLAYON;NP TIENE;PLATANO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
10751;F;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52427;PLAYON;NO TIENE;PLATANO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
10759;M;AFROCOLOMBIANO AFRODESCENDIENTE;NO;NARIÑO;52250;EL CASTIGO;NO TIENE;PLATANO;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12620;F;NINGUNA;NO;CASANARE;85279;Pueblo nuevo;Santa barbara;PLATANO;2;1;2;2;2;3;1;1;1;2;1;3;2;1;3;1;1;1;1;2;2;3;1;2;1;1;1;1;1;1;2;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12815;M;NINGUNA;NO;CASANARE;85440;Fical;El Estero;PLATANO;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;1;2;3;1;1;2;3;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12816;F;NINGUNA;SI;CASANARE;85430;El Convento;La Envidia;PLATANO;1;1;1;1;1;1;1;1;1;1;1;3;1;4;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12818;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolás;PLATANO;2;4;3;2;2;2;2;2;1;3;2;1;2;3;3;2;1;1;1;3;3;3;3;2;2;3;2;3;2;2;2;2;1;3;1;2;PLATANO;011409;Asistencia Tecnica
12819;F;NINGUNA;NO;CASANARE;85250;Jagüito;Los Potrillos;PLATANO;1;1;1;1;2;2;1;2;1;2;1;4;1;1;3;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12822;F;NINGUNA;NO;CASANARE;85263;El Banco;Yerbabuena;PLATANO;2;1;3;2;3;3;1;2;1;3;1;4;4;1;3;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;2;2;2;2;2;1;PLATANO;011409;Asistencia Tecnica
12823;M;NINGUNA;NO;CASANARE;85430;Matevaquero;Los Jardines;PLATANO;4;4;1;2;1;2;3;2;1;1;1;4;3;4;3;1;1;2;2;1;1;2;1;2;1;3;3;2;2;2;2;3;3;4;2;2;PLATANO;011409;Asistencia Tecnica
12825;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolas;PLATANO;2;1;1;2;3;3;1;1;2;1;1;4;4;4;1;2;1;1;2;2;2;2;2;3;2;3;2;3;2;2;2;2;2;1;1;1;PLATANO;011409;Asistencia Tecnica
12827;M;NINGUNA;NO;CASANARE;85430;La Cañada;La Reforma;PLATANO;1;1;1;2;1;1;1;1;1;3;1;1;2;2;1;3;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;3;2;2;1;PLATANO;011409;Asistencia Tecnica
12832;M;NINGUNA;NO;CASANARE;85430;Matevaquero;El Descanso;PLATANO;4;3;3;2;2;1;1;1;1;1;1;4;3;4;4;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;3;4;2;1;PLATANO;011409;Asistencia Tecnica
12834;F;NINGUNA;NO;CASANARE;85440;Buenos Aires Bajo;La Isla;PLATANO;2;1;4;3;2;1;1;2;1;3;1;1;1;4;4;2;3;2;2;1;3;3;3;2;2;3;3;3;3;3;2;2;3;1;1;2;PLATANO;011409;Asistencia Tecnica
12841;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;Los Gemelos;PLATANO;2;1;1;2;2;3;1;1;1;1;1;4;4;4;1;2;1;1;2;2;1;1;1;2;1;3;2;2;1;1;2;2;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12843;M;NINGUNA;NO;CASANARE;85279;Vijua;Lagunitas;PLATANO;2;1;2;2;2;2;1;1;1;2;1;4;3;1;3;1;1;1;1;1;2;2;1;2;1;2;1;1;1;1;2;2;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12847;M;NINGUNA;NO;CASANARE;85263;El Banco;Las Margaritas;PLATANO;2;2;3;2;3;3;3;2;1;2;2;4;4;4;3;2;1;2;2;2;2;2;1;2;1;3;2;2;2;2;2;3;2;3;2;2;PLATANO;011409;Asistencia Tecnica
12850;F;NINGUNA;NO;CASANARE;85250;La Barranca;Tolemaida;PLATANO;1;1;2;3;1;1;1;2;1;1;1;4;1;2;3;3;3;2;2;2;2;3;1;2;1;3;3;3;2;2;2;2;2;3;2;1;PLATANO;011409;Asistencia Tecnica
12854;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolás;PLATANO;2;1;1;2;3;2;1;2;1;1;1;4;4;4;1;2;1;1;2;1;2;2;2;2;1;3;3;3;2;2;2;2;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12856;M;NINGUNA;NO;CASANARE;85263;Miralindo;Villanueva;PLATANO;2;1;3;2;3;3;1;2;1;2;1;4;4;4;4;3;3;1;3;1;1;1;1;2;1;3;3;2;2;2;2;2;3;4;2;2;PLATANO;011409;Asistencia Tecnica
12858;M;NINGUNA;NO;CASANARE;85162;Brisas del llano;Sin nombre;PLATANO;1;4;1;2;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
12860;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolás;PLATANO;2;1;2;2;3;1;1;2;1;2;1;4;4;4;1;2;1;2;2;3;4;4;3;2;3;2;3;2;2;2;2;2;3;4;2;2;PLATANO;011409;Asistencia Tecnica
12863;M;NINGUNA;NO;CASANARE;85410;iquia;la esperanza;PLATANO;4;3;3;3;3;3;3;2;1;4;2;2;2;2;1;3;3;2;2;2;2;3;2;3;2;3;3;3;2;2;2;3;3;2;2;2;PLATANO;011409;Asistencia Tecnica
12864;F;NINGUNA;NO;CASANARE;85279;El vive;La primavera;PLATANO;2;1;2;1;2;3;1;1;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12869;M;NINGUNA;NO;CASANARE;85125;El Cedral;Brisas del Pauto;PLATANO;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;3;2;3;2;2;1;1;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12870;F;NINGUNA;NO;CASANARE;85250;Jagüito;Merecure;PLATANO;1;1;1;1;1;2;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;3;2;2;1;1;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12871;F;NINGUNA;NO;CASANARE;85263;El Banco;El Silencio;PLATANO;2;2;3;2;2;3;1;2;1;2;1;4;2;4;3;2;1;1;2;1;2;1;1;2;1;2;2;1;1;1;2;3;2;1;1;1;PLATANO;011409;Asistencia Tecnica
12873;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolás;PLATANO;2;1;1;2;2;3;1;2;2;1;1;4;4;4;1;2;1;1;2;2;3;3;3;2;2;3;3;3;2;2;2;2;3;1;1;1;PLATANO;011409;Asistencia Tecnica
12874;F;NINGUNA;NO;CASANARE;85410;Villarosa;El Tesoro;PLATANO;4;1;2;2;1;3;2;2;1;1;1;1;3;2;1;3;1;1;1;2;2;1;2;2;1;3;3;1;2;2;1;1;2;3;1;1;PLATANO;011409;Asistencia Tecnica
12876;F;NINGUNA;NO;CASANARE;85279;El vive;La primavera;PLATANO;2;1;3;1;2;1;1;1;1;2;1;2;3;1;3;3;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;PLATANO;011409;Asistencia Tecnica
12877;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolás;PLATANO;2;1;1;2;2;3;1;2;2;1;1;4;4;4;1;2;1;1;2;2;3;3;4;2;2;2;2;2;2;2;2;2;2;1;1;1;PLATANO;011409;Asistencia Tecnica
12879;M;NINGUNA;NO;CASANARE;85125;La Capilla;Tanio;PLATANO;2;1;3;2;2;1;1;3;1;3;1;4;4;4;3;2;2;2;2;3;3;3;2;3;2;4;4;3;2;3;2;3;3;3;2;2;PLATANO;011409;Asistencia Tecnica
12880;F;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;San Nicolas;PLATANO;2;1;1;2;3;2;1;2;1;1;1;4;4;4;1;2;1;1;2;1;2;2;2;2;1;3;3;3;2;2;2;2;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12882;M;NINGUNA;NO;CASANARE;85125;Berlin;Miramar R.N.S.C;PLATANO;3;3;3;2;3;3;1;3;1;1;2;4;2;4;1;2;3;4;2;3;4;3;2;3;2;4;4;3;3;3;4;4;3;3;3;2;PLATANO;011409;Asistencia Tecnica
12883;F;NINGUNA;NO;CASANARE;85279;Pueblo Nuevo;Santa barbara;PLATANO;2;1;2;2;2;3;1;1;1;2;1;4;3;1;3;1;1;1;1;2;2;2;2;2;2;2;1;2;1;1;2;3;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12887;M;NINGUNA;SI;CASANARE;85250;Ten Llano;La Bonita;PLATANO;2;2;3;2;1;1;1;1;1;2;1;4;2;4;3;2;1;1;2;1;1;1;1;2;1;3;2;2;1;1;1;1;2;2;1;1;PLATANO;011409;Asistencia Tecnica
12889;M;NINGUNA;NO;CASANARE;85125;Berlin;Miramar R.N.S.C;PLATANO;3;3;3;2;3;3;1;3;1;1;2;4;2;4;1;2;3;4;2;3;4;3;2;3;2;4;4;3;3;3;4;4;3;3;3;2;PLATANO;011409;Asistencia Tecnica
12891;M;NINGUNA;NO;CASANARE;85250;El vecia;Buenos aires;PLATANO;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;3;2;2;1;2;2;2;2;2;3;3;2;3;2;1;PLATANO;011409;Asistencia Tecnica
12893;M;NINGUNA;NO;CASANARE;85279;El vive;La primavera;PLATANO;2;1;2;1;2;3;1;1;1;2;1;3;1;1;3;2;1;1;1;1;2;3;1;2;1;1;2;1;1;1;2;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12897;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;La Bonanza;PLATANO;2;1;1;2;2;3;1;2;2;1;1;4;4;4;1;1;1;1;1;1;2;2;2;2;1;3;2;1;2;1;1;2;3;3;2;1;PLATANO;011409;Asistencia Tecnica
12898;M;NINGUNA;NO;CASANARE;85250;Jagüito;Merecure;PLATANO;2;1;1;2;2;3;1;1;1;1;1;4;2;4;4;2;1;2;2;2;4;3;2;2;2;3;3;3;2;2;1;1;1;3;1;1;PLATANO;011409;Asistencia Tecnica
12900;M;NINGUNA;NO;CASANARE;85440;Buenos Aires alto;San nicolas;PLATANO;2;1;1;2;2;3;1;2;2;1;1;4;4;4;1;2;1;1;2;1;2;2;1;3;1;3;2;3;2;2;2;2;3;4;2;1;PLATANO;011409;Asistencia Tecnica
12903;F;NINGUNA;NO;CASANARE;85279;El vegon;wayakil;PLATANO;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12908;M;NINGUNA;NO;CASANARE;85250;Los troncos;La bendicion de san juan de Dios;PLATANO;1;3;1;2;1;1;1;1;1;1;1;1;1;2;1;1;4;2;1;2;2;3;1;2;1;3;1;3;2;2;2;4;4;3;3;1;PLATANO;011409;Asistencia Tecnica
12909;M;NINGUNA;NO;CASANARE;85430;La Reforma;El Sinaí;PLATANO;2;3;1;2;1;1;1;1;1;1;1;4;4;4;1;3;4;2;2;1;1;2;1;2;1;3;2;3;2;2;2;2;3;4;2;1;PLATANO;011409;Asistencia Tecnica
12911;F;INDÍGENA;NO;CASANARE;85263;El Banco;El Silencio;PLATANO;2;1;3;2;3;3;1;1;1;1;1;4;4;1;3;2;1;1;1;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
12912;M;NINGUNA;NO;CASANARE;85263;La Plata;La Fortaleza;PLATANO;2;1;1;2;2;3;2;2;1;1;1;4;4;4;4;3;2;2;3;1;1;1;1;3;1;2;3;3;2;2;2;3;3;3;2;2;PLATANO;011409;Asistencia Tecnica
12913;M;NINGUNA;NO;CASANARE;85263;Regalito;El Diamante;PLATANO;2;2;3;3;2;2;2;2;1;4;2;4;4;4;3;2;1;2;2;2;1;1;1;3;1;3;2;2;2;2;4;4;4;4;4;2;PLATANO;011409;Asistencia Tecnica
12914;F;NINGUNA;NO;CASANARE;85430;El Convento;Santa Rita;PLATANO;2;2;1;1;1;1;1;1;1;1;1;4;3;4;3;1;1;1;2;1;2;1;1;2;1;2;1;2;2;1;1;1;1;4;1;1;PLATANO;011409;Asistencia Tecnica
12918;F;NINGUNA;NO;CASANARE;85279;El vive;La primavera;PLATANO;2;1;2;2;2;2;1;1;1;2;1;3;1;1;3;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12919;F;NINGUNA;NO;CASANARE;85263;La Plata;Maracana;PLATANO;2;1;3;2;2;1;2;1;1;3;1;4;2;3;3;3;1;1;2;1;2;1;1;2;1;4;3;2;1;2;1;1;1;2;1;1;PLATANO;011409;Asistencia Tecnica
12920;M;NINGUNA;NO;CASANARE;85250;Ten llano;El porvenir;PLATANO;4;3;2;2;2;1;2;2;2;1;1;4;4;4;4;3;1;3;3;4;4;3;2;3;3;3;3;2;2;2;2;3;3;4;2;2;PLATANO;011409;Asistencia Tecnica
12921;F;NINGUNA;SI;CASANARE;85279;Vijagual;Igueron;PLATANO;1;2;3;1;1;1;1;1;1;2;1;4;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;PLATANO;011409;Asistencia Tecnica
12922;M;NINGUNA;NO;CASANARE;85440;Buenos Aires Alto;Los Gemelos;PLATANO;2;3;1;2;2;3;1;2;1;1;1;4;4;4;1;2;1;2;2;2;2;3;2;3;2;2;3;3;2;2;2;2;2;2;2;2;PLATANO;011409;Asistencia Tecnica
12926;M;NINGUNA;NO;CASANARE;85263;Miralindo;El Vaquero;PLATANO;2;3;3;3;2;3;2;2;1;3;2;4;4;4;4;3;3;2;3;1;1;1;1;2;1;3;3;2;2;2;1;2;1;2;1;2;PLATANO;011409;Asistencia Tecnica
12927;M;NINGUNA;NO;CASANARE;85279;Vijua;Lagunitas;PLATANO;2;2;3;1;1;1;1;1;1;2;1;4;2;1;3;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;2;1;1;1;PLATANO;011409;Asistencia Tecnica
12932;M;NINGUNA;NO;CASANARE;85250;La Barranca;Villa Elba;PLATANO;1;1;2;3;2;2;1;2;1;1;1;4;3;4;4;3;4;2;3;1;1;1;1;2;1;4;4;3;2;3;2;3;3;3;2;2;PLATANO;011409;Asistencia Tecnica
12933;M;NINGUNA;NO;CASANARE;85440;Puerto Miriam;El Algarrobo;PLATANO;2;3;1;2;2;2;1;1;2;1;1;4;3;4;1;2;1;2;2;2;3;3;2;3;2;3;2;3;1;2;2;2;3;4;2;2;PLATANO;011409;Asistencia Tecnica
12934;F;NINGUNA;NO;CASANARE;85279;Pueblo Nuevo;Mata de Guadua;PLATANO;2;1;2;2;2;3;1;1;1;2;1;4;3;1;4;1;1;2;1;2;2;3;2;2;2;2;1;2;1;1;2;3;2;1;1;1;PLATANO;011409;Asistencia Tecnica
